Class,CSORD_CountLineCodeExe,CSORD_CountDeclMethodPublic,CSORD_MinLineCode,PK_SDLineCodeExe,CSORD_SumCSNOPNAMM,PK_MinLineCode,CSORD_AvgKnots,CSORD_MaxCSNOPNAMM,CSORD_SDCountPath,PK_CountDeclFile,PK_AvgCyclomaticModified,CSORD_MaxCountPath,CSORD_MinStmtDeclNAMM,CSORD_MinEssentialNAMM,CSORD_MinEssentialNAMM,CSORD_SDCSNOPNAMM,CSORD_CountDeclClassMethod,PK_MaxCyclomaticModified,CSORD_MinCSNOPNAMM,CSORD_MinCSNOP,CSORD_NOII,PK_CountDeclMethodPrivate,CSLEX_NumberOfSuperStatements,CSORD_CountDeclClassVariable,CSORD_MaxInheritanceTree,CSORD_CountClassBase,CSORD_NumberOfMethodCalls,CSORD_CountClassDerived,CSORD_NumberOfMethodCalls,CSORD_CountDeclMethodDefault,CSORD_CountDeclMethodProtected,CSORD_CountDeclMethodDefault,CSORD_CountClassDerived,CSORD_NIM,PK_AvgEssential,CSORD_CountClassBase,CSORD_NIM,PK_AvgEssential,CSORD_CountDeclMethodPrivate,CSORD_CountClassBase,CSORD_NumberOfDependsBy,CSORD_NIM,CSORD_NumberOfMethodCalls,CSORD_MinKnots,PK_AvgEssential,Testability
httpanalyzer.Password,181,2,4,280.1727504292709,14,13,0.5714285714285714,4,1510.40360871672,19,1,4320,1,1,1,1.0690449676496976,7,22,1,1,23,51,0,11,1,1,0,0,0,0,0,0,0,12,1,1,12,1,5,1,2,12,0,0,1,0.5134426229508197
httpanalyzer.RequestParamsDialog,198,4,3,280.1727504292709,7,13,0.4,2,2.9933259094191533,19,1,11,1,1,1,0.628539361054709,3,22,0,0,23,51,1,3,1,1,0,0,0,0,0,0,0,749,1,1,749,1,6,1,6,749,0,0,1,0.0756666666666666
httpanalyzer.ScreenInputFilter,11,2,3,280.1727504292709,1,13,2.5,1,1.5,19,1,4,1,1,1,0.5,0,22,0,0,23,51,2,0,1,1,0,0,0,0,0,0,0,31,1,1,31,1,0,1,0,31,0,0,1,0.2969256198347107
com.pmdesigns.jvc.JVCDispatcher,160,5,3,66.00925860985126,15,3,2.9166666666666665,2,1233.0080736646546,6,2,4464,1,1,1,0.8062257748298549,6,27,0,0,17,9,0,6,2,1,0,0,0,0,0,0,0,12,1,1,12,1,7,1,0,12,0,0,1,0.2683333333333333
com.pmdesigns.jvc.JVCRequestContext,134,35,3,66.00925860985126,20,3,0.3783783783783784,7,1.5833317314461417,6,2,8,1,1,1,1.7612611437054215,2,27,0,0,17,9,0,2,1,1,0,0,0,1,0,1,0,12,1,1,12,1,1,1,2,12,0,0,1,0.6436215738284704
com.pmdesigns.jvc.Log,43,8,2,66.00925860985126,12,3,0.8888888888888888,2,0.3142696805273545,6,2,2,1,1,1,0.6666666666666666,8,27,0,0,17,9,0,2,1,1,1,0,1,0,0,0,0,12,1,1,12,1,1,1,1,12,1,0,1,0.6273333333333333
com.pmdesigns.jvc.tools.Base64Coder,58,6,1,575.5923574748633,7,35,0.0,2,23.38933997550585,11,5,68,1,1,1,0.5345224838248488,6,93,0,0,17,60,0,2,1,1,0,0,0,0,0,0,0,12,3,1,12,3,1,1,1,12,0,0,3,0.5320383173677633
com.pmdesigns.jvc.tools.HtmlEncoder,26,1,33,575.5923574748633,1,35,8.0,1,0.0,11,5,24,9,3,3,0.0,1,93,1,1,17,60,0,0,1,1,0,0,0,0,0,0,0,12,3,1,12,3,0,1,0,12,0,8,3,0.0420200867898277
com.pmdesigns.jvc.tools.JVCBootstrapGenerator,69,4,3,575.5923574748633,6,35,1.6,4,13.365627557282894,11,5,36,1,1,1,1.5,5,93,0,0,17,60,0,2,1,1,0,0,0,1,0,1,0,12,3,1,12,3,0,1,0,12,0,0,3,0.4985173333333334
com.pmdesigns.jvc.tools.JVCGenerator,131,4,3,575.5923574748633,16,35,1.6666666666666667,7,20.740608465186668,11,5,64,1,1,1,1.9876159799998128,5,93,0,0,17,60,0,5,1,1,0,0,0,0,0,0,0,12,3,1,12,3,5,1,2,12,0,0,3,0.5082037037037038
com.pmdesigns.jvc.tools.ParseException,76,3,3,575.5923574748633,8,35,9.8,3,34.762048271067115,11,5,90,1,1,1,1.2000000000000002,2,93,0,0,17,60,3,1,1,1,1,0,1,1,0,1,0,44,3,1,44,3,1,1,2,44,1,0,3,0.3978688993262895
com.pmdesigns.jvc.tools.SimpleCharStream,188,31,1,575.5923574748633,59,35,0.6111111111111112,5,5.464532103585,11,5,28,1,1,1,1.6066614287850327,0,93,0,0,17,60,0,1,1,1,0,0,0,0,5,0,0,12,3,1,12,3,0,1,2,12,0,0,3,0.7344676410626685
com.pmdesigns.jvc.tools.Token,9,7,1,575.5923574748633,6,35,0.0,2,0.0,11,5,1,1,1,1,0.8164965809277259,2,93,0,0,17,60,0,1,1,2,0,0,0,0,0,0,0,12,3,2,12,3,0,2,3,12,0,0,3,0.9583333333333331
com.pmdesigns.jvc.tools.TokenMgrError,51,4,2,575.5923574748633,16,35,7.666666666666668,7,4.099457958749615,11,5,12,1,1,1,2.785677655436824,2,93,0,0,17,60,2,5,1,1,0,0,0,0,2,0,0,44,3,1,44,3,0,1,1,44,0,0,3,0.5833739669421486
corina.DecadalTable,10,5,3,39.864868697045615,2,3,0.0,2,0.3726779962499649,19,1,2,1,1,1,0.0,0,7,2,0,26,7,0,0,1,1,0,0,0,1,0,1,0,12,1,1,12,1,0,1,0,12,0,0,1,0.5568888888888888
corina.Element,105,19,3,39.864868697045615,4,3,1.5263157894736843,2,1.9706994975630585,19,1,8,1,1,1,0.6236095644623235,0,7,0,0,26,7,0,0,1,2,0,0,0,0,0,0,0,12,1,2,12,1,0,2,55,12,0,0,1,0.5400217177099882
corina.MetadataTemplate,66,3,1,39.864868697045615,1,3,1.75,1,1.299038105676658,19,1,4,1,1,1,0.5,3,7,0,0,26,7,0,1,1,1,3,0,3,0,0,0,0,12,1,1,12,1,1,1,17,12,3,0,1,0.3839777569295107
corina.PrincipalNameComparator,9,2,4,39.864868697045615,2,3,1.5,1,1.0,19,1,3,1,1,1,0.0,0,7,1,1,26,7,0,0,1,2,0,0,0,0,0,0,0,12,1,2,12,1,0,2,0,12,0,0,1,0.5714
corina.Range,52,23,3,39.864868697045615,17,3,0.0869565217391304,2,0.6874516652539955,19,1,4,1,1,1,0.5870870479018072,0,7,0,0,26,7,0,0,1,2,0,0,0,0,0,0,0,12,1,2,12,1,0,2,82,12,0,0,1,0.8534170627999498
corina.Sample,143,36,3,39.864868697045615,8,3,0.3157894736842105,2,1.1164843913471798,19,1,5,1,1,1,0.5120763831912405,1,7,0,0,26,7,0,1,1,3,2,0,2,0,0,0,0,12,1,3,12,1,2,3,147,12,2,0,1,0.699491271820449
corina.SampleAdapter,0,4,1,39.864868697045615,4,3,0.0,1,0.0,19,1,1,1,1,1,0.0,0,7,1,1,26,7,0,0,1,2,0,1,0,0,0,0,1,12,1,2,12,1,0,2,2,12,0,0,1,1.0
corina.Weiserjahre,21,6,3,39.864868697045615,15,3,0.1666666666666666,4,1.1055415967851332,19,1,4,1,1,1,0.7637626158259734,6,7,2,2,26,7,0,2,1,1,0,0,0,0,0,0,0,12,1,1,12,1,0,1,7,12,0,0,1,0.2251014033064206
corina.Year,50,20,3,39.864868697045615,15,3,0.05,2,0.916515138991168,19,1,4,1,1,1,0.7664854858377946,2,7,0,0,26,7,0,1,1,2,1,0,1,0,0,0,0,12,1,2,12,1,0,2,66,12,1,0,1,0.8216775182289483
corina.browser.Browser,751,12,3,177.23448372769397,7,20,0.9333333333333332,2,6.403905058634146,15,2,32,1,1,1,0.6209937763950304,1,22,0,0,26,36,5,3,2,1,8,0,8,4,0,4,0,733,1,1,733,1,14,1,50,733,8,0,1,0.02
corina.browser.BrowserComponent,12,2,2,177.23448372769397,2,20,0.5,1,1.0,15,2,3,1,1,1,0.0,1,22,1,1,26,36,0,0,1,1,0,0,0,0,0,0,0,887,1,1,887,1,0,1,0,887,0,0,1,0.5209999999999999
corina.browser.BrowserContextMenu,92,1,10,177.23448372769397,1,20,0.0,1,0.0,15,2,1,2,1,1,0.4714045207910317,0,22,0,0,26,36,1,0,1,1,0,0,0,0,0,0,0,760,1,1,760,1,2,1,11,760,0,0,1,0.034
corina.browser.BrowserFileMenu,86,1,4,177.23448372769397,1,20,0.0,1,0.0,15,2,1,1,1,1,0.3,0,22,0,0,26,36,0,0,1,1,1,0,1,0,8,0,0,906,1,1,906,1,1,1,8,906,1,0,1,0.078
corina.browser.FileLength,22,4,3,177.23448372769397,4,20,1.0,1,1.5491933384829668,15,2,5,1,1,1,0.4,1,22,0,0,26,36,0,3,1,2,1,0,1,0,0,0,0,12,1,2,12,1,1,2,2,12,1,0,1,0.4239970962086346
corina.browser.FolderPopup,62,7,3,177.23448372769397,4,20,0.2222222222222222,1,3.3920750049941657,15,2,12,1,1,1,0.4714045207910317,1,22,0,0,26,36,0,0,1,1,1,0,1,0,0,0,0,767,1,1,767,1,2,1,2,767,1,0,1,0.4157460317460317
corina.browser.FolderTree,76,2,4,177.23448372769397,1,20,0.5,1,7.5,15,2,16,17,1,1,0.0,0,22,1,1,26,36,1,1,1,1,0,0,0,0,0,0,0,698,1,1,698,1,0,1,4,698,0,0,1,0.0253333333333333
corina.browser.ITRDB,53,5,5,177.23448372769397,2,20,0.5,1,5.927806414592912,15,2,18,1,1,1,0.4714045207910317,1,22,0,0,26,36,0,2,1,1,0,0,0,0,0,0,0,12,1,1,12,1,1,1,0,12,0,0,1,0.056
corina.browser.ItrdbURLConnection,35,5,3,177.23448372769397,2,20,0.5,1,1.7716909687891085,15,2,6,1,1,1,0.5,1,22,0,0,26,36,1,0,1,1,1,0,1,0,0,0,0,72,1,1,72,1,1,1,1,72,1,0,1,0.4086153846153845
corina.browser.RelativeDate,27,3,3,177.23448372769397,4,20,0.75,2,1.299038105676658,15,2,4,1,1,1,0.7071067811865476,0,22,0,0,26,36,0,5,1,2,3,0,3,0,0,0,0,12,1,2,12,1,1,2,2,12,3,0,1,0.4831945270672218
corina.browser.Row,87,10,3,177.23448372769397,5,20,2.6666666666666665,2,7.32575365861197,15,2,28,1,1,1,0.82915619758885,0,22,0,0,26,36,0,3,1,1,12,0,12,0,0,0,0,12,1,1,12,1,2,1,14,12,12,0,1,0.3936690647482014
corina.browser.SearchField,40,4,3,177.23448372769397,3,20,0.0,2,0.4,15,2,2,1,1,1,0.82915619758885,1,22,0,0,26,36,1,0,1,1,0,0,0,0,0,0,0,823,1,1,823,1,1,1,4,823,0,0,1,0.352421875
corina.browser.SortedHeaderRenderer,50,4,3,177.23448372769397,2,20,0.5,2,0.7071067811865476,15,2,3,1,1,1,0.0,0,22,2,1,26,36,0,0,1,2,0,0,0,0,0,0,0,12,1,2,12,1,0,2,1,12,0,0,1,0.2090277777777777
corina.browser.Summary,211,4,3,177.23448372769397,8,20,1.9,3,4405.235341045925,15,2,14688,1,1,1,1.118033988749895,1,22,0,0,26,36,0,4,1,1,1,0,1,0,0,0,0,12,1,1,12,1,6,1,3,12,1,0,1,0.242
corina.browser.Trash,50,13,1,177.23448372769397,12,20,0.6153846153846154,1,1.4349813927828945,15,2,5,1,1,1,0.2664693550105965,2,22,0,0,26,36,0,0,1,3,0,0,0,0,0,0,0,726,1,3,726,1,0,3,0,726,0,0,1,0.0816666666666666
corina.core.AbstractSubsystem,5,3,3,13.589211407093003,0,5,0.0,0,0.5,3,2,2,1,1,1,0.0,0,10,0,0,26,0,0,0,1,2,0,3,0,0,1,0,3,12,1,2,12,1,0,2,3,12,0,0,1,0.609375
corina.cross.AllScoresView,130,6,3,92.09607157745656,2,2,0.5333333333333333,1,1.5860503004493758,25,1,7,1,1,1,0.3499271061118826,0,16,0,0,26,60,9,1,1,2,1,0,1,0,0,0,0,698,1,2,698,1,9,2,5,698,1,0,1,0.102
corina.cross.Bayesian,177,6,4,92.09607157745656,7,2,3.571428571428572,3,152.6872219771584,25,1,444,1,1,1,1.0671873729054748,2,16,0,0,26,60,0,3,1,1,2,0,2,0,0,0,0,12,1,1,12,1,1,1,1,12,2,0,1,0.2195447383034847
corina.cross.Cross,84,20,1,92.09607157745656,9,2,0.1818181818181818,3,2.1822916153014185,25,1,11,1,0,0,1.1357816691600549,1,16,0,0,26,60,0,2,1,2,0,4,0,0,2,0,4,12,1,2,12,1,0,2,30,12,0,0,1,0.434019267822736
corina.cross.CrossdateKit,333,2,3,92.09607157745656,1,2,0.1111111111111111,1,2.871743996293352,25,1,9,1,1,1,0.4,0,16,0,0,26,60,3,0,1,1,0,0,0,0,0,0,0,749,1,1,749,1,7,1,14,749,0,0,1,0.0026666666666666
corina.cross.CrossdatePrinter,114,2,3,92.09607157745656,5,2,0.0,4,5.312459150169743,25,1,16,1,1,1,1.4624940645653537,0,16,0,0,26,60,0,1,2,1,1,0,1,0,0,0,0,17,1,1,17,1,4,1,3,17,1,0,1,0.3483333333333334
corina.cross.DScore,28,9,1,92.09607157745656,10,2,0.0833333333333333,2,0.8620067027323832,25,1,4,1,1,1,0.9682458365518544,1,16,0,0,26,60,2,0,2,1,0,0,0,0,2,0,0,34,1,1,34,1,1,1,2,34,0,0,1,0.514395061728395
corina.cross.GridView,129,4,3,92.09607157745656,3,2,0.1428571428571428,1,0.4517539514526257,25,1,2,1,1,1,0.5,0,16,0,0,26,60,0,0,1,1,0,0,0,0,0,0,0,698,1,1,698,1,3,1,9,698,0,0,1,0.0753333333333333
corina.cross.HighScore,12,2,4,92.09607157745656,3,2,0.0,3,0.0,25,1,1,1,1,1,1.5,0,16,0,0,26,60,0,0,1,1,0,0,0,0,0,0,0,12,1,1,12,1,0,1,5,12,0,0,1,0.346
corina.cross.Histogram,51,6,3,92.09607157745656,4,2,0.5714285714285714,2,8.119012707647327,25,1,25,1,1,1,0.4714045207910317,1,16,1,0,26,60,0,1,1,1,0,0,0,0,0,0,0,12,1,1,12,1,1,1,5,12,0,0,1,0.5762086776859503
corina.cross.HistogramView,66,5,3,92.09607157745656,2,2,0.1,1,0.6403124237432849,25,1,3,1,1,1,0.415739709641549,0,16,0,0,26,60,2,1,1,2,2,0,2,0,0,0,0,698,1,2,698,1,5,2,3,698,2,0,1,0.1743333333333333
corina.cross.RValue,54,6,2,92.09607157745656,8,2,0.1,2,1.6124515496597098,25,1,6,1,1,1,0.8329931278350429,0,16,0,0,26,60,1,2,2,1,0,1,0,0,2,0,1,34,1,1,34,1,2,1,2,34,0,0,1,0.547047619047619
corina.cross.RangeRenderer,26,5,1,92.09607157745656,2,2,0.0,1,0.0,25,1,1,1,1,1,0.4714045207910317,0,16,0,0,26,60,2,1,1,1,0,0,0,0,0,0,0,742,1,1,742,1,0,1,2,742,0,0,1,0.521
corina.cross.Sequence,64,10,3,92.09607157745656,4,2,0.4285714285714285,2,2.060315014550851,25,1,8,1,1,1,0.8660254037844386,0,16,0,0,26,60,0,0,1,1,1,0,1,0,0,0,0,12,1,1,12,1,4,1,14,12,1,0,1,0.7608080808080808
corina.cross.TScore,24,6,2,92.09607157745656,6,2,0.2857142857142857,2,0.7284313590846836,25,1,3,1,1,1,0.8660254037844386,0,16,0,0,26,60,2,1,3,1,0,0,0,0,1,0,0,44,1,1,44,1,0,1,3,44,0,0,1,0.6450198412698412
corina.cross.TableView,94,3,3,92.09607157745656,2,2,0.0,1,0.5,25,1,2,1,1,1,0.4714045207910317,0,16,0,0,26,60,1,0,1,1,0,0,0,0,0,0,0,698,1,1,698,1,3,1,5,698,0,0,1,0.092
corina.cross.TopScores,24,2,3,92.09607157745656,1,2,0.3333333333333333,1,1.8856180831641267,25,1,5,1,1,1,0.5,0,16,0,0,26,60,0,1,1,1,1,0,1,0,0,0,0,12,1,1,12,1,1,1,6,12,1,0,1,0.1696666666666666
corina.cross.Trend,32,7,1,92.09607157745656,7,2,0.2222222222222222,2,2.1829869671542776,25,1,8,1,1,1,0.8975274678557508,0,16,0,0,26,60,1,1,2,1,0,0,0,0,1,0,0,34,1,1,34,1,1,1,4,34,0,0,1,0.3149473684210526
corina.cross.Weiserjahre,40,7,1,92.09607157745656,6,2,0.375,2,26.12679419676283,25,1,80,1,1,1,0.8660254037844386,0,16,0,0,26,60,1,0,2,1,0,0,0,1,0,1,0,34,1,1,34,1,0,1,1,34,0,0,1,0.2423529411764706
corina.cross.sigscores.CrossSigsTableModel,41,5,3,44.25141240683737,1,9,8.857142857142858,1,3.238795442501324,4,1,9,1,1,1,0.5,0,7,0,0,26,17,0,1,1,1,1,0,1,2,0,2,0,28,1,1,28,1,0,1,1,28,1,0,1,0.0486666666666666
corina.cross.sigscores.SignificantScoresView,122,6,3,44.25141240683737,3,9,0.1851851851851852,1,1.0974468437058558,4,1,6,1,1,1,0.3570714214271425,0,7,0,0,26,17,2,0,1,2,0,0,0,7,0,7,0,698,1,2,698,1,14,2,6,698,0,0,1,0.0306666666666666
corina.cross.sigscores.TableGraphMouseListener,3,1,3,44.25141240683737,2,9,0.0,1,0.5,4,1,2,1,1,1,0.0,0,7,1,1,26,17,0,0,1,1,0,0,0,1,0,1,0,20,1,1,20,1,0,1,1,20,0,0,1,0.6
corina.cross.sigscores.TableHeaderSortMouseListener,31,1,3,44.25141240683737,2,9,2.0,1,5.851495535331117,4,1,16,1,1,1,0.4898979485566357,0,7,0,0,26,17,0,0,1,1,0,0,0,1,0,1,0,20,1,1,20,1,3,1,1,20,0,0,1,0.047
corina.db.Convert,32,1,17,87.51319900449303,4,45,5.5,2,3.5,5,3,16,2,1,1,0.0,2,13,2,2,26,11,0,0,1,1,0,0,0,0,0,0,0,12,1,1,12,1,1,1,1,12,0,4,1,0.6413333333333334
corina.db.DB,266,7,3,87.51319900449303,20,45,1.125,4,73.67241681932255,5,3,279,1,1,1,0.8206518066482897,0,13,1,1,26,11,0,1,1,1,1,0,1,0,0,0,0,12,1,1,12,1,9,1,4,12,1,0,1,0.3250029498525073
corina.db.DBBrowser,60,1,9,87.51319900449303,1,45,0.0,1,0.4714045207910317,5,3,2,13,1,1,0.0,0,13,1,0,26,11,0,0,1,1,0,0,0,2,0,2,0,698,1,1,698,1,0,1,2,698,0,0,1,0.1447424532312925
corina.db.Schema,59,3,2,87.51319900449303,3,45,0.5,1,0.5,5,3,2,1,1,1,0.4330127018922193,3,13,0,0,26,11,0,0,1,1,0,0,0,0,0,0,0,12,1,1,12,1,1,1,1,12,0,0,1,0.4816363636363636
corina.editor.AutoComplete,30,2,4,114.68287453777624,7,16,1.0,3,0.82915619758885,29,2,3,1,1,1,0.82915619758885,0,25,1,1,26,61,2,0,1,1,0,0,0,0,0,0,0,823,1,1,823,1,2,1,2,823,0,0,1,0.4369999999999999
corina.editor.CopyDialog,55,3,3,114.68287453777624,2,16,0.0,2,0.0,29,2,1,1,1,1,1.0,0,25,0,0,26,61,1,0,1,1,0,0,0,0,0,0,0,749,1,1,749,1,0,1,2,749,0,0,1,0.0256666666666666
corina.editor.CountRenderer,20,3,4,114.68287453777624,2,16,0.3333333333333333,1,0.9428090415820634,29,2,3,1,1,1,0.0,0,25,1,1,26,61,2,4,1,1,1,0,1,0,0,0,0,742,1,1,742,1,0,1,3,742,1,0,1,0.1860576587668
corina.editor.DataPopup,10,1,14,114.68287453777624,0,16,0.0,0,0.0,29,2,1,5,1,1,0.0,0,25,0,0,26,61,0,0,1,1,0,0,0,0,0,0,0,760,1,1,760,1,0,1,0,760,0,0,1,0.8
corina.editor.DecadalKeyListener,78,3,4,114.68287453777624,5,16,4.666666666666667,2,50.16445177834821,29,2,136,1,1,1,0.6324555320336759,0,25,0,0,26,61,0,0,1,1,0,0,0,0,0,0,0,15,1,1,15,1,3,1,1,15,0,0,1,0.2941518987341772
corina.editor.DecadalModel,143,12,2,114.68287453777624,4,16,2.357142857142857,2,19.1216567039062,29,2,76,1,1,1,0.7483314773547883,0,25,0,0,26,61,0,1,1,1,1,1,1,0,2,0,1,28,1,1,28,1,0,1,5,28,1,0,1,0.5921665614157189
corina.editor.Editor,353,26,0,114.68287453777624,19,16,0.8292682926829268,2,2.355648091248709,29,2,13,1,1,1,0.6045435558563638,5,25,0,0,26,61,2,2,2,5,3,0,3,0,1,0,0,733,1,5,733,1,14,5,28,733,3,0,1,0.0086666666666666
corina.editor.EditorEditMenu,183,6,2,114.68287453777624,9,16,0.9473684210526316,3,6.648266389321318,29,2,31,1,1,1,0.7517293082676684,0,25,0,0,26,61,1,0,2,2,0,0,0,0,5,0,0,917,1,2,917,1,8,2,8,917,0,0,1,0.0143333333333333
corina.editor.EditorFileMenu,163,2,3,114.68287453777624,1,16,0.0,1,0.5,29,2,2,1,1,1,0.5,0,25,0,0,26,61,2,0,2,1,0,0,0,0,0,0,0,923,1,1,923,1,0,1,1,923,0,0,1,0.0046666666666666
corina.editor.EditorGraphMenu,34,4,2,114.68287453777624,5,16,0.0,1,0.0,29,2,1,1,1,1,0.0,0,25,1,1,26,61,1,0,1,2,0,0,0,1,0,1,0,906,1,2,906,1,0,2,5,906,0,0,1,0.0536666666666666
corina.editor.EditorManipMenu,92,5,1,114.68287453777624,6,16,0.2,2,2.0,29,2,6,1,1,1,0.4000000000000001,0,25,1,1,26,61,1,0,1,2,0,0,0,0,0,0,0,906,1,2,906,1,0,2,8,906,0,0,1,0.0186666666666666
corina.editor.EditorMeasurePanel,46,3,3,114.68287453777624,3,16,3.333333333333333,2,8.524474568362947,29,2,20,1,1,1,0.8164965809277259,0,25,0,0,26,61,1,0,1,2,0,0,0,0,0,0,0,698,1,2,698,1,0,2,2,698,0,0,1,0.0216666666666666
corina.editor.EditorSumMenu,71,6,1,114.68287453777624,6,16,0.0,2,0.0,29,2,1,1,1,1,0.4000000000000001,0,25,1,1,26,61,1,0,1,2,0,0,0,0,0,0,0,906,1,2,906,1,0,2,5,906,0,0,1,0.0403333333333333
corina.editor.EditorTabSetFactory,32,1,30,114.68287453777624,2,16,7.0,2,0.0,29,2,15,10,3,3,0.0,1,25,2,2,26,61,0,5,1,1,0,0,0,0,0,0,0,12,1,1,12,1,0,1,1,12,0,7,1,0.0430326190016307
corina.editor.EditorViewMenu,35,6,1,114.68287453777624,6,16,0.0,2,0.0,29,2,1,1,1,1,0.4000000000000001,0,25,1,1,26,61,1,0,1,2,0,0,0,0,0,0,0,906,1,2,906,1,0,2,2,906,0,0,1,0.0586666666666666
corina.editor.Measure,83,7,3,114.68287453777624,2,16,3.4285714285714284,1,2.7701027756664733,29,2,9,1,1,1,0.4517539514526256,1,25,0,0,26,61,1,2,1,2,1,0,1,0,0,0,0,85,1,2,85,1,0,2,1,85,1,0,1,0.207
corina.editor.MetadataPanel,216,5,2,114.68287453777624,8,16,1.625,1,13.466973490729089,29,2,40,1,1,1,0.0,0,25,1,1,26,61,0,0,1,2,2,0,2,0,0,0,0,728,1,2,728,1,3,2,3,728,2,0,1,0.5276666666666667
corina.editor.MetadataPanel2,196,6,1,114.68287453777624,9,16,1.4444444444444444,1,12.853399415843649,29,2,40,1,1,1,0.0,1,25,1,1,26,61,0,0,1,2,2,0,2,0,0,0,0,728,1,2,728,1,3,2,2,728,2,0,1,0.3488034188034188
corina.editor.Modeline,38,8,1,114.68287453777624,9,16,0.4444444444444444,2,1.547598697464902,29,2,6,1,1,1,0.4714045207910317,0,25,0,0,26,61,0,1,1,3,0,0,0,0,0,0,0,698,1,3,698,1,1,3,2,698,0,0,1,0.1954460093896713
corina.editor.SampleBit,76,9,1,114.68287453777624,4,16,0.0909090909090909,3,2.012358511016241,29,2,8,1,1,1,0.8813963377120598,2,25,0,0,26,61,0,0,1,1,0,0,0,0,0,0,0,12,1,1,12,1,2,1,2,12,0,0,1,0.0486666666666666
corina.editor.SampleDataView,175,16,2,114.68287453777624,12,16,0.3529411764705882,2,1.3232025740237636,29,2,6,1,1,1,0.6614378277661477,0,25,0,0,26,61,0,0,1,3,0,0,0,0,0,0,0,698,1,3,698,1,1,3,10,698,0,0,1,0.0653333333333333
corina.editor.SamplePrintEditor,528,2,3,114.68287453777624,6,16,1.3076923076923077,4,87303.21135251291,29,2,327680,2,1,1,1.5,0,25,0,0,26,61,4,6,1,1,1,0,1,0,0,0,0,698,1,1,698,1,11,1,5,698,1,0,1,0.0033333333333333
corina.editor.SamplePrinter,250,2,3,114.68287453777624,6,16,1.875,5,81263.0364537746,29,2,245760,1,1,1,1.6393596310755,0,25,0,0,26,61,0,2,2,1,0,0,0,0,0,0,0,17,1,1,17,1,6,1,1,17,0,0,1,0.3362093023255814
corina.editor.SlashedIfNullRenderer,21,2,4,114.68287453777624,2,16,1.0,2,1.0,29,2,3,1,1,1,0.0,0,25,2,2,26,61,1,5,1,1,1,0,1,0,0,0,0,742,1,1,742,1,0,1,1,742,1,0,1,0.156595041322314
corina.editor.SpeciesPopup,145,1,6,114.68287453777624,3,16,1.6666666666666667,2,2.943920288775949,29,2,9,1,1,1,0.8164965809277259,0,25,0,0,26,61,1,0,1,1,0,0,0,0,0,0,0,767,1,1,767,1,2,1,2,767,0,0,1,0.028
corina.editor.Statistics,57,5,2,114.68287453777624,5,16,0.3333333333333333,1,1.118033988749895,29,2,4,1,1,1,0.372677996249965,0,25,0,0,26,61,0,0,1,2,1,0,1,0,0,0,0,726,1,2,726,1,1,2,3,726,1,0,1,0.408
corina.editor.WJTableModel,20,8,1,114.68287453777624,7,16,0.75,2,1.3169567191065925,29,2,5,1,1,1,0.3726779962499649,0,25,1,0,26,61,0,0,2,2,0,0,0,0,0,0,0,42,1,2,42,1,0,2,1,42,0,0,1,0.5816737882653061
corina.formats.Corina,304,4,3,81.92911950483398,30,3,1.7647058823529411,3,111.41710652452602,17,4,396,1,1,1,0.6959705453537527,0,26,0,0,26,38,0,0,1,2,0,0,0,0,1,0,0,12,1,2,12,1,12,2,0,12,0,0,1,0.2236666666666666
corina.formats.HTML,207,4,3,81.92911950483398,15,3,0.2,2,12.856515857727556,17,4,32,1,1,1,0.6666666666666666,0,26,0,0,26,38,0,0,1,2,0,0,0,0,0,0,0,12,1,2,12,1,6,2,0,12,0,0,1,0.7183333333333333
corina.formats.Heidelberg,85,4,3,81.92911950483398,10,3,1.1666666666666667,5,227.05921890310657,17,4,612,1,1,1,1.6733200530681511,0,26,0,0,26,38,0,0,1,2,0,0,0,0,0,0,0,12,1,2,12,1,2,2,1,12,0,0,1,0.2009620253164557
corina.formats.Hohenheim,98,4,3,81.92911950483398,3,3,2.75,2,73.65120501390321,17,4,176,1,1,1,0.8164965809277259,0,26,0,0,26,38,0,0,1,2,0,0,0,0,0,0,0,12,1,2,12,1,0,2,0,12,0,0,1,0.2295088296398891
corina.formats.MultiColumn,96,4,3,81.92911950483398,8,3,0.7142857142857143,2,24.529033193090896,17,4,73,1,1,1,0.7453559924999301,1,26,0,0,26,38,0,0,1,2,0,0,0,0,0,0,0,12,1,2,12,1,3,2,0,12,0,0,1,0.3035591397849462
corina.formats.PackedTucson,58,5,3,81.92911950483398,9,3,1.1428571428571428,2,6.4681322415267255,17,4,16,1,1,1,0.7637626158259734,1,26,0,0,26,38,0,0,2,2,0,0,0,0,0,0,0,23,1,2,23,1,2,2,0,23,0,0,1,0.2171891891891892
corina.formats.RangesOnly,32,4,3,81.92911950483398,3,3,0.5,2,3.897114317029974,17,4,10,1,1,1,0.8164965809277259,0,26,0,0,26,38,0,0,1,2,0,0,0,0,0,0,0,12,1,2,12,1,0,2,0,12,0,0,1,0.4258333333333333
corina.formats.Spreadsheet,35,6,2,81.92911950483398,5,3,0.3333333333333333,2,8.399735445569434,17,4,24,1,1,1,0.8944271909999159,0,26,0,0,26,38,0,0,1,3,0,0,0,0,0,0,0,12,1,3,12,1,0,3,0,12,0,0,1,0.5238227848101267
